platform,country,region,category,sound_type,duration_sec,views,likes,comments,trend_label,genre,publish_dayofweek,publish_period,creator_avg_views,title_length,completion_rate,traffic_source
1,Us,North America,Pets,licensed,13,174507,8154,595,stable,Beauty,Saturday,Afternoon,118188.8,22,0.846,ForYou
1,Mx,North America,Pets,original,28,36445,2903,361,rising,Travel,Friday,Evening,98396.5,22,0.65,Following
2,Ca,North America,Automotive,licensed,45,359489,7947,1081,seasonal,Food,Friday,Afternoon,83969.9,23,0.549,External
2,Ca,North America,Fitness,licensed,39,28147,719,112,rising,Tech,Saturday,Evening,88068.7,24,0.705,Search
2,Us,North America,Education,original,23,60981,1096,155,seasonal,Travel,Friday,Evening,85903.6,24,0.461,Search
2,Ca,North America,Gaming,original,53,105785,5045,567,stable,Pets,Monday,Evening,87499.9,24,0.738,Suggested
2,Us,North America,Tech,original,45,147393,9153,1035,rising,Fashion,Saturday,Evening,113750.9,19,0.693,Home
2,Mx,North America,News,trending,65,136209,7643,1149,declining,Beauty,Friday,Evening,104933.1,28,0.452,Home
1,Us,North America,Lifestyle,trending,21,119159,10385,1275,rising,Fashion,Sunday,Evening,117301.2,20,0.733,ForYou
1,Mx,North America,Science,licensed,36,69060,3427,260,rising,Lifestyle,Sunday,Morning,91380.1,30,0.747,ForYou
1,Ca,North America,Fitness,licensed,22,107809,5687,850,stable,Travel,Monday,Evening,106317.9,17,0.695,ForYou
1,Mx,North America,News,original,22,69326,2995,228,seasonal,Music,Sunday,Evening,81001,23,0.836,Following
1,Us,North America,Fashion,trending,15,61785,2669,238,rising,Comedy,Monday,Evening,87560.6,26,0.707,ForYou
1,Ca,North America,Gaming,trending,56,45940,2003,148,rising,Beauty,Monday,Morning,94231.9,24,0.752,ForYou
1,Us,North America,Lifestyle,original,75,24198,1400,135,stable,Beauty,Thursday,Afternoon,99969.1,20,0.789,Following
1,Us,North America,DIY,trending,23,299039,25127,3622,rising,Travel,Saturday,Evening,91145.8,22,0.83,ForYou
1,Us,North America,Beauty,original,18,275224,17556,1507,stable,Travel,Sunday,Afternoon,78488.3,22,0.606,Following
1,Mx,North America,Pets,original,30,16302,1122,97,declining,Beauty,Thursday,Afternoon,93663.5,24,0.723,ForYou
1,Us,North America,Beauty,original,25,27460,1080,107,rising,Pets,Monday,Evening,97756.8,26,0.604,ForYou
1,Mx,North America,Art,trending,24,19401,1336,126,seasonal,Music,Saturday,Evening,110188.3,23,0.767,Following
2,Ca,North America,Fashion,trending,11,11051,372,39,rising,Food,Saturday,Evening,96426.1,20,0.527,Home
2,Us,North America,Tech,licensed,25,13573,770,92,stable,Education,Friday,Morning,98396.5,30,0.516,Suggested
2,Us,North America,Comedy,trending,33,217973,9819,1213,declining,Music,Thursday,Afternoon,129372.5,23,0.706,Suggested
2,Us,North America,Science,original,28,31237,1663,200,seasonal,Lifestyle,Monday,Evening,98366.2,21,0.493,Home
2,Ca,North America,Science,original,44,31526,777,103,stable,Lifestyle,Saturday,Evening,69026.9,24,0.434,Home
2,Us,North America,Fashion,original,50,130515,5346,428,seasonal,Lifestyle,Monday,Morning,112761.3,26,0.622,Suggested
1,Mx,North America,Lifestyle,licensed,24,12629,1013,73,seasonal,Music,Friday,Night,100230.7,14,0.712,ForYou
1,Mx,North America,Gaming,trending,46,52062,2658,222,declining,Travel,Wednesday,Afternoon,68775.5,17,0.678,Following
1,Mx,North America,Education,original,17,108550,10382,1107,declining,Pets,Monday,Afternoon,100554.5,24,0.688,ForYou
1,Mx,North America,Education,licensed,21,25383,1577,158,rising,Lifestyle,Tuesday,Evening,98586,27,0.729,ForYou
1,Us,North America,Comedy,licensed,20,43279,4444,295,seasonal,Tech,Sunday,Evening,81897,23,0.77,ForYou
1,Mx,North America,Beauty,trending,42,80449,7125,526,declining,Education,Tuesday,Evening,91634.1,33,0.667,ForYou
1,Mx,North America,Music,licensed,16,11421,927,61,rising,Tech,Thursday,Morning,92657.1,26,0.838,ForYou
1,Us,North America,Beauty,trending,21,108491,5471,741,rising,Fashion,Saturday,Afternoon,149855.5,19,0.781,ForYou
1,Us,North America,Music,original,25,21772,1232,104,rising,Travel,Monday,Evening,84501.2,26,0.816,ForYou
1,Us,North America,Food,licensed,19,12276,498,49,declining,Fashion,Saturday,Evening,106392.4,21,0.768,Search
1,Mx,North America,Music,original,13,433674,26259,2956,stable,Lifestyle,Friday,Evening,92619,30,0.746,ForYou
2,Us,North America,Fashion,licensed,42,21850,787,82,stable,Fashion,Thursday,Evening,85683.8,22,0.429,Suggested
2,Mx,North America,Science,original,21,188358,6404,875,stable,Dance,Friday,Afternoon,117704,15,0.41,Home
2,Us,North America,Education,trending,33,79022,2940,369,rising,Music,Saturday,Evening,96474.3,28,0.676,Home
2,Ca,North America,Automotive,licensed,39,16103,526,69,seasonal,Tech,Tuesday,Evening,120740,29,0.415,Home
2,Us,North America,Education,original,90,171539,9028,730,rising,Music,Tuesday,Morning,101280.2,12,0.449,Home
2,Us,North America,Tech,trending,19,71542,2133,318,declining,Sports,Saturday,Morning,94550.8,22,0.421,Suggested
2,Mx,North America,Science,original,50,9416,355,31,declining,Travel,Friday,Morning,116192.9,18,0.662,Suggested
2,Us,North America,News,original,17,67609,2773,202,stable,Tech,Friday,Night,103877.5,31,0.494,External
2,Ca,North America,Comedy,original,36,61154,2800,413,rising,DIY,Monday,Evening,81001,21,0.592,Home
1,Ca,North America,Art,licensed,75,20240,858,87,seasonal,Education,Wednesday,Afternoon,106361,27,0.716,ForYou
1,Ca,North America,Tech,licensed,19,200336,8039,680,stable,Sports,Monday,Afternoon,129372.5,24,0.637,ForYou
1,Us,North America,Art,licensed,22,11660,1015,144,declining,Lifestyle,Monday,Afternoon,72836.1,29,0.773,ForYou
1,Mx,North America,Pets,original,19,21795,1936,179,seasonal,Lifestyle,Friday,Evening,93427.1,25,0.563,ForYou
1,Us,North America,News,original,44,37876,2888,382,stable,Fashion,Sunday,Evening,98301.3,19,0.618,ForYou
1,Ca,North America,Beauty,licensed,40,53330,2223,348,seasonal,Gaming,Saturday,Afternoon,95029.2,26,0.542,ForYou
2,Ca,North America,Music,licensed,53,118881,2621,383,stable,Beauty,Sunday,Evening,104933.1,21,0.608,Search
2,Ca,North America,Tech,original,16,7538,213,30,rising,Music,Friday,Evening,101507.5,15,0.581,External
2,Ca,North America,Gaming,original,15,142002,5549,771,declining,Fashion,Tuesday,Afternoon,107717.7,16,0.573,Home
2,Mx,North America,Education,original,44,433246,21174,3191,stable,Travel,Friday,Morning,115494.9,22,0.702,Search
2,Us,North America,Fashion,licensed,22,86831,4206,571,rising,Comedy,Saturday,Afternoon,87560.6,18,0.568,External
2,Mx,North America,Gaming,licensed,40,82704,2533,339,seasonal,Music,Sunday,Afternoon,76729.8,26,0.612,Search
2,Mx,North America,Beauty,original,63,10360,495,80,seasonal,Travel,Tuesday,Afternoon,96208.1,22,0.524,Search
2,Us,North America,News,licensed,37,85322,4236,571,declining,Travel,Wednesday,Evening,90369.7,27,0.492,Search
1,Ca,North America,Sports,licensed,29,169561,14163,1421,declining,Tech,Tuesday,Evening,116096.1,26,0.762,Following
1,Ca,North America,Education,licensed,10,214174,14434,1910,stable,Tech,Saturday,Night,102347.6,25,0.6,External
1,Us,North America,Lifestyle,licensed,42,134543,7469,1002,stable,Beauty,Friday,Evening,111539.1,29,0.788,Search
1,Mx,North America,News,trending,32,243788,20492,1667,stable,Tech,Tuesday,Evening,105639.6,24,0.631,ForYou
1,Ca,North America,Music,original,33,103751,6771,509,declining,Music,Monday,Night,104933.1,23,0.618,ForYou
1,Ca,North America,Food,licensed,28,184492,14661,1405,stable,Music,Saturday,Evening,99253.8,26,0.782,External
1,Us,North America,Music,trending,15,123379,4659,559,rising,Sports,Thursday,Evening,115353,26,0.807,ForYou
1,Ca,North America,News,trending,30,53259,2510,323,rising,Gaming,Friday,Evening,88159.6,27,0.647,External
1,Mx,North America,Pets,original,40,28961,2556,240,rising,Pets,Wednesday,Evening,84206,17,0.845,Following
1,Mx,North America,Finance,original,23,53999,1762,213,rising,Gaming,Friday,Night,97694.6,28,0.53,ForYou
1,Ca,North America,Education,trending,25,35769,3720,304,rising,Fashion,Thursday,Evening,97042.8,19,0.656,ForYou
1,Mx,North America,News,licensed,29,209932,11964,1432,rising,Food,Monday,Morning,87790.4,24,0.741,External
1,Us,North America,Finance,licensed,36,56424,2197,258,declining,Gaming,Monday,Night,84424.3,28,0.65,ForYou
1,Mx,North America,Automotive,licensed,31,26548,1560,149,stable,Gaming,Tuesday,Afternoon,83079,28,0.523,ForYou
1,Us,North America,Tech,original,16,71570,6097,538,declining,Tech,Friday,Morning,81777.9,31,0.612,External
1,Ca,North America,Art,trending,28,276567,11546,1499,stable,Education,Sunday,Morning,84030.9,22,0.668,Following
1,Us,North America,Sports,trending,31,280638,22309,1569,seasonal,Gaming,Friday,Evening,97125.1,28,0.806,ForYou
1,Mx,North America,DIY,original,39,24110,2271,296,declining,Fashion,Wednesday,Afternoon,115494.9,20,0.754,ForYou
1,Mx,North America,Food,licensed,21,223968,19598,3014,seasonal,Beauty,Friday,Morning,73883.7,22,0.767,ForYou
2,Us,North America,Finance,licensed,44,50215,2312,216,declining,Fashion,Friday,Evening,91145.8,19,0.498,Home
2,Mx,North America,Automotive,original,28,77887,3884,370,stable,Music,Friday,Morning,103877.5,26,0.714,Suggested
2,Mx,North America,Education,original,47,5307,310,36,seasonal,Sports,Monday,Night,108037.4,22,0.674,Home
2,Ca,North America,Fitness,licensed,24,406823,25593,3114,seasonal,Beauty,Thursday,Morning,203535.4,22,0.562,Home
2,Ca,North America,News,licensed,44,73280,3620,261,stable,Comedy,Friday,Morning,102487.9,29,0.475,Search
2,Mx,North America,News,licensed,37,80555,3881,376,declining,Education,Friday,Evening,137118.7,16,0.722,Home
2,Ca,North America,Fashion,trending,64,271626,10593,1191,seasonal,Food,Sunday,Night,83156.5,24,0.412,Home
2,Ca,North America,Automotive,original,54,178935,8053,1121,stable,Pets,Friday,Evening,203535.4,17,0.609,Search
1,Us,North America,Comedy,trending,16,12170,746,88,rising,Gaming,Thursday,Evening,111410.3,25,0.781,Following
1,Us,North America,Finance,licensed,7,84423,7322,680,seasonal,Music,Monday,Evening,89206.3,14,0.514,ForYou
1,Us,North America,Science,original,20,221513,22655,2185,seasonal,Tech,Monday,Evening,116083.5,23,0.805,ForYou
1,Us,North America,Education,licensed,46,10617,983,71,declining,Comedy,Sunday,Morning,108139.9,21,0.754,Search
1,Mx,North America,Tech,licensed,35,41826,3630,344,rising,Dance,Sunday,Afternoon,101378.8,17,0.669,ForYou
1,Mx,North America,Food,original,45,111830,13159,1824,stable,Lifestyle,Sunday,Afternoon,102994.2,26,0.649,Following
1,Ca,North America,Finance,licensed,21,79611,3616,428,declining,Gaming,Saturday,Night,115000.4,28,0.686,ForYou
1,Us,North America,Education,licensed,26,12064,1160,122,seasonal,Comedy,Thursday,Evening,87188,20,0.792,ForYou
1,Ca,North America,Beauty,licensed,66,30379,2843,291,stable,Fashion,Tuesday,Evening,117342.2,20,0.785,ForYou
1,Mx,North America,Fitness,original,20,169903,13429,1476,rising,Gaming,Sunday,Afternoon,93418,27,0.75,ForYou
1,Ca,North America,Gaming,trending,35,22270,1721,165,stable,Sports,Tuesday,Night,92069.4,24,0.683,ForYou
2,Mx,North America,Sports,trending,86,70922,2319,301,seasonal,Sports,Wednesday,Evening,105790,22,0.64,Suggested
2,Ca,North America,Food,original,40,322113,7130,1061,rising,Gaming,Sunday,Afternoon,106288.7,26,0.447,Suggested
2,Mx,North America,Lifestyle,original,28,63562,2359,329,seasonal,Tech,Friday,Night,102956.3,29,0.589,Home
1,Ca,North America,Travel,trending,20,27936,1673,195,declining,Tech,Tuesday,Afternoon,98604.1,29,0.645,External
1,Us,North America,Sports,licensed,35,43223,2463,289,stable,Travel,Monday,Afternoon,63890.7,18,0.766,ForYou
1,Mx,North America,Fitness,original,42,78376,5732,684,stable,Education,Saturday,Afternoon,100666.5,30,0.733,Following
1,Ca,North America,DIY,trending,16,54672,3563,475,declining,Sports,Friday,Afternoon,88998.8,24,0.662,ForYou
1,Ca,North America,Food,licensed,51,101408,7258,830,seasonal,Music,Sunday,Evening,102994.2,23,0.624,External
1,Us,North America,Food,original,22,231999,24383,2865,declining,Dance,Wednesday,Evening,121071.3,26,0.655,ForYou
1,Us,North America,DIY,licensed,19,15589,1014,130,rising,Music,Tuesday,Morning,116083.5,23,0.721,Search
1,Us,North America,Tech,trending,17,45057,4436,453,seasonal,Beauty,Friday,Afternoon,87617.4,23,0.759,ForYou
1,Us,North America,News,original,18,26884,2091,179,seasonal,Gaming,Saturday,Night,110084.9,28,0.622,External
1,Mx,North America,Automotive,licensed,40,42703,1905,137,stable,Tech,Saturday,Afternoon,114010.2,29,0.715,Search
1,Mx,North America,Gaming,original,34,132921,8099,582,declining,Travel,Monday,Evening,102956.3,26,0.721,Search
1,Mx,North America,Travel,trending,22,42612,2908,221,declining,Music,Sunday,Evening,93727.3,28,0.505,Search
1,Us,North America,Fitness,licensed,41,42579,4208,541,stable,Education,Saturday,Afternoon,101355.4,35,0.566,ForYou
1,Ca,North America,Fitness,trending,24,142626,8787,587,rising,Fashion,Friday,Evening,95967.2,20,0.754,Following
2,Ca,North America,Fashion,original,44,62937,2294,167,seasonal,Gaming,Monday,Evening,110188.3,23,0.645,Home
2,Ca,North America,Comedy,original,35,19057,1008,114,seasonal,Education,Wednesday,Evening,121071.3,25,0.729,Home
2,Mx,North America,Food,licensed,33,39278,2161,215,declining,Music,Saturday,Morning,97568.1,21,0.455,Suggested
2,Us,North America,Music,trending,28,11305,629,64,declining,Comedy,Tuesday,Night,112761.3,32,0.496,Home
2,Us,North America,Sports,original,25,40093,1799,230,declining,Travel,Saturday,Afternoon,75227.3,29,0.54,Home
2,Us,North America,Beauty,trending,39,119268,3851,433,seasonal,Food,Sunday,Afternoon,98122.4,16,0.697,Search
2,Us,North America,Fitness,trending,58,59100,3123,351,stable,Dance,Sunday,Morning,77534.9,20,0.422,Search
2,Ca,North America,Sports,licensed,25,59817,2641,197,declining,Food,Tuesday,Evening,97201.9,26,0.748,Home
1,Ca,North America,Automotive,original,15,36624,2703,332,seasonal,Music,Friday,Morning,90345.1,25,0.593,ForYou
1,Ca,North America,Sports,original,35,19359,929,77,seasonal,Food,Friday,Evening,120089.6,23,0.717,ForYou
1,Us,North America,Science,licensed,20,46750,1848,198,rising,Gaming,Monday,Evening,107322.2,25,0.705,External
1,Ca,North America,Beauty,trending,16,21122,1832,134,declining,Comedy,Friday,Evening,103279.3,25,0.575,ForYou
1,Ca,North America,Pets,original,33,67296,3059,410,rising,Food,Tuesday,Night,87560.6,25,0.624,Following
1,Ca,North America,Education,trending,17,77230,4488,548,rising,Dance,Friday,Morning,106362.4,25,0.771,ForYou
1,Mx,North America,Food,trending,16,130122,5854,677,declining,Sports,Friday,Afternoon,85903.6,22,0.688,ForYou
1,Us,North America,Fitness,original,11,74752,5658,590,rising,Dance,Friday,Afternoon,74310.1,22,0.518,ForYou
1,Ca,North America,Fitness,trending,30,179748,13898,1641,seasonal,Comedy,Wednesday,Afternoon,83485.9,11,0.743,External
1,Mx,North America,Fashion,original,17,50573,4448,630,stable,Gaming,Monday,Evening,98122.4,27,0.812,ForYou
1,Us,North America,Automotive,original,31,106933,11373,1446,stable,Dance,Tuesday,Afternoon,140206,22,0.584,ForYou
1,Mx,North America,Comedy,trending,28,106577,8648,896,declining,Sports,Tuesday,Evening,95967.2,28,0.607,ForYou
2,Us,North America,News,licensed,50,45980,1084,129,declining,Comedy,Sunday,Night,98301.3,11,0.678,Home
2,Us,North America,Sports,trending,35,31230,1233,199,declining,Beauty,Saturday,Evening,82413.7,28,0.511,External
2,Us,North America,Tech,trending,62,132476,5672,511,seasonal,Fashion,Sunday,Evening,103134.2,20,0.637,Suggested
2,Mx,North America,Sports,original,17,205499,5502,772,declining,Food,Thursday,Evening,85260.3,23,0.641,Home
2,Us,North America,Fitness,licensed,13,77021,3572,454,seasonal,Tech,Friday,Night,108139.9,26,0.638,Home
2,Ca,North America,Pets,licensed,24,56666,3098,408,rising,Tech,Friday,Evening,115353,24,0.604,External
2,Ca,North America,Art,original,21,56649,2663,327,stable,Fashion,Wednesday,Morning,101777.7,19,0.543,Home
2,Us,North America,Finance,licensed,40,44396,1988,230,declining,Pets,Monday,Evening,97568.1,24,0.518,Suggested
2,Mx,North America,Fashion,trending,41,26742,1666,239,stable,Education,Thursday,Evening,93519.5,25,0.602,Suggested
2,Ca,North America,Travel,original,35,94282,3927,292,declining,Lifestyle,Sunday,Night,81001,22,0.489,Search
2,Mx,North America,Pets,original,54,46356,2933,302,declining,Dance,Monday,Evening,115920.9,15,0.652,Search
2,Ca,North America,Tech,licensed,22,204116,9823,710,seasonal,Beauty,Friday,Night,109086.8,25,0.491,Search
1,Us,North America,Gaming,trending,29,16056,1216,152,stable,Tech,Wednesday,Evening,86157.4,29,0.617,ForYou
1,Ca,North America,Science,original,30,28921,2865,343,stable,Fashion,Sunday,Evening,79597.8,20,0.803,ForYou
1,Ca,North America,Beauty,original,22,83130,10077,1116,rising,Education,Saturday,Evening,63890.7,16,0.682,ForYou
1,Us,North America,Education,original,18,133646,17641,2172,rising,Sports,Sunday,Night,120866.4,24,0.75,ForYou
1,Us,North America,Art,trending,38,27664,1671,270,stable,Pets,Saturday,Morning,81897,17,0.558,Search
1,Ca,North America,Fitness,licensed,33,33719,3003,213,rising,Music,Tuesday,Evening,83525.5,28,0.718,ForYou
1,Us,North America,Fashion,licensed,16,11191,852,135,declining,Sports,Sunday,Evening,130631.3,24,0.556,ForYou
1,Mx,North America,Automotive,licensed,47,64044,5382,379,stable,Lifestyle,Wednesday,Evening,84206,24,0.828,ForYou
2,Us,North America,News,trending,45,18992,552,46,rising,Beauty,Monday,Morning,100632.8,21,0.633,External
2,Ca,North America,Beauty,trending,39,39281,1961,232,stable,Comedy,Sunday,Afternoon,106103.9,20,0.628,Suggested
2,Mx,North America,Music,licensed,27,28535,1152,119,declining,Beauty,Friday,Evening,83077.8,23,0.73,External
2,Us,North America,Food,trending,33,6822,270,41,rising,Lifestyle,Saturday,Evening,107610.4,22,0.582,Home
2,Ca,North America,Gaming,trending,19,120554,3190,474,declining,Dance,Friday,Evening,118319.2,20,0.579,Suggested
2,Mx,North America,Fitness,trending,47,75760,5052,535,rising,Sports,Tuesday,Evening,91380.1,26,0.432,Search
1,Mx,North America,Automotive,trending,62,215008,8635,980,stable,Comedy,Monday,Morning,87560.6,14,0.848,Following
1,Mx,North America,Gaming,trending,34,110462,10422,936,stable,Dance,Monday,Evening,76801.3,25,0.647,ForYou
1,Us,North America,Food,licensed,23,36904,2152,224,seasonal,Dance,Tuesday,Night,103274.6,22,0.591,ForYou
1,Us,North America,Science,licensed,34,1171622,79063,7580,rising,Comedy,Thursday,Afternoon,93827.6,29,0.703,Search
1,Us,North America,Automotive,trending,75,41774,4484,359,declining,Gaming,Monday,Afternoon,98781.3,28,0.737,ForYou
1,Mx,North America,Science,original,20,48280,2570,207,rising,Dance,Sunday,Night,95029.2,20,0.815,ForYou
1,Us,North America,Finance,trending,19,46740,3214,214,declining,Gaming,Saturday,Evening,87342.1,27,0.589,ForYou
1,Us,North America,Fashion,original,33,89342,6011,664,stable,Dance,Saturday,Evening,93745.1,22,0.555,Following
1,Us,North America,Travel,licensed,41,92144,3840,331,stable,Dance,Wednesday,Morning,139280.8,22,0.556,ForYou
1,Us,North America,Automotive,original,26,43333,2233,178,seasonal,Beauty,Friday,Evening,103134.2,20,0.612,ForYou
1,Us,North America,Science,licensed,36,20190,1343,196,rising,Travel,Tuesday,Evening,85369.3,20,0.833,ForYou
1,Ca,North America,Food,licensed,26,116164,5574,813,seasonal,Education,Wednesday,Afternoon,74817.7,16,0.531,ForYou
1,Ca,North America,Beauty,original,27,62213,4354,329,stable,Tech,Friday,Morning,78146.6,24,0.57,ForYou
1,Us,North America,Finance,trending,18,5112,305,32,stable,Travel,Monday,Night,91145.8,23,0.611,ForYou
1,Mx,North America,Comedy,original,22,210991,13304,1540,declining,Dance,Saturday,Afternoon,89534.9,17,0.814,ForYou
1,Mx,North America,Finance,original,28,18836,1118,113,declining,Education,Friday,Evening,96398.5,18,0.836,ForYou
2,Mx,North America,Gaming,original,59,94093,3801,337,declining,Gaming,Monday,Night,92277.3,28,0.546,Suggested
2,Ca,North America,DIY,licensed,22,20719,744,111,stable,Sports,Friday,Evening,111410.3,26,0.432,Home
2,Ca,North America,Comedy,original,32,81162,3778,362,seasonal,Sports,Monday,Evening,67655.6,28,0.562,Search
2,Us,North America,Fitness,original,28,166790,7046,733,seasonal,Music,Friday,Afternoon,98586,21,0.457,Suggested
2,Mx,North America,Pets,trending,79,11918,246,33,declining,Gaming,Friday,Morning,68784.4,28,0.525,External
2,Us,North America,Finance,trending,17,35755,999,90,rising,Comedy,Sunday,Morning,110188.3,21,0.665,Search
2,Mx,North America,Tech,licensed,25,66488,2329,174,stable,Music,Saturday,Afternoon,112406,26,0.588,Suggested
2,Us,North America,Automotive,trending,20,20803,691,66,declining,Comedy,Thursday,Afternoon,121486.6,11,0.56,Suggested
2,Us,North America,Fashion,trending,31,17983,631,66,stable,Comedy,Saturday,Evening,139280.8,21,0.606,Suggested
1,Ca,North America,DIY,trending,14,31731,2621,447,stable,Pets,Monday,Evening,93663.5,20,0.6,External
1,Ca,North America,Food,licensed,21,48866,3111,325,seasonal,Dance,Monday,Morning,169079.9,20,0.81,ForYou
1,Mx,North America,Gaming,trending,32,183564,13522,1332,seasonal,Fashion,Sunday,Evening,84501.2,22,0.512,ForYou
1,Mx,North America,Tech,original,24,133459,5851,757,stable,Lifestyle,Thursday,Night,82901.5,22,0.629,ForYou
1,Ca,North America,Science,trending,20,768635,44644,6645,stable,Comedy,Saturday,Evening,106173.2,23,0.515,External
1,Ca,North America,Sports,original,28,97050,4789,510,rising,Travel,Saturday,Morning,103877.5,26,0.836,ForYou
1,Mx,North America,Automotive,licensed,12,16091,2092,175,declining,Pets,Thursday,Afternoon,80018.9,24,0.842,ForYou
1,Mx,North America,Tech,trending,26,312840,20361,3034,seasonal,Fashion,Saturday,Evening,136562.4,20,0.815,ForYou
1,Mx,North America,Sports,licensed,15,25316,1382,145,stable,Pets,Sunday,Afternoon,106295.8,22,0.613,ForYou
2,Mx,North America,Beauty,licensed,44,133121,3255,235,stable,Tech,Sunday,Evening,98122.4,26,0.636,Suggested
2,Ca,North America,Comedy,trending,25,21658,490,44,stable,Food,Monday,Evening,106096.4,16,0.52,Suggested
2,Us,North America,Automotive,licensed,36,87871,3150,431,rising,Food,Friday,Evening,149855.5,22,0.647,Search
2,Us,North America,Education,trending,72,92938,4368,612,declining,Music,Thursday,Evening,105650.7,21,0.714,Search
2,Us,North America,Travel,original,25,22453,511,72,seasonal,Music,Friday,Morning,116096.1,15,0.648,Home
2,Us,North America,Sports,licensed,30,61303,3123,411,seasonal,Sports,Friday,Evening,96426.1,22,0.54,Search
2,Mx,North America,Food,licensed,23,56316,3129,315,declining,Gaming,Monday,Evening,92280.2,26,0.509,Search
2,Mx,North America,Fashion,licensed,38,18700,364,46,stable,Education,Saturday,Night,115000.4,23,0.421,Search
2,Us,North America,Food,original,51,23268,1094,132,seasonal,Fashion,Saturday,Evening,70602,19,0.704,Home
2,Us,North America,News,licensed,39,42593,1793,255,declining,Beauty,Tuesday,Evening,66324.2,22,0.531,Home
2,Ca,North America,Comedy,original,29,17704,524,45,declining,Dance,Friday,Afternoon,90840.6,15,0.528,Suggested
1,Us,North America,Comedy,original,60,176752,12225,1194,stable,Sports,Friday,Afternoon,96325,22,0.655,Search
1,Us,North America,Finance,original,29,9374,428,49,seasonal,Travel,Friday,Evening,81411.1,20,0.797,ForYou
1,Ca,North America,Tech,trending,15,52612,4496,360,declining,Music,Friday,Afternoon,91634.1,28,0.54,ForYou
1,Mx,North America,Tech,original,40,78883,9540,989,seasonal,Fashion,Friday,Morning,86206.8,21,0.838,ForYou
1,Ca,North America,Fitness,licensed,22,101840,3776,441,rising,Tech,Thursday,Evening,90369.7,26,0.645,Search
1,Ca,North America,Gaming,trending,57,63252,7180,586,seasonal,Dance,Tuesday,Evening,85893.3,17,0.775,ForYou
1,Mx,North America,Art,licensed,15,28510,2027,190,stable,Lifestyle,Friday,Evening,99317.4,22,0.847,ForYou
1,Mx,North America,Beauty,licensed,11,382251,37835,2996,rising,Lifestyle,Monday,Afternoon,103117.8,27,0.8,Following
1,Mx,North America,News,licensed,24,37606,1978,136,stable,Fashion,Friday,Afternoon,81381.2,22,0.792,Search
1,Us,North America,Gaming,trending,21,8229,456,39,seasonal,Pets,Friday,Afternoon,85683.8,26,0.648,Following
1,Us,North America,Food,original,15,43727,2552,327,declining,Gaming,Friday,Afternoon,120866.4,30,0.593,Following
2,Mx,North America,Art,original,31,16683,853,89,seasonal,Gaming,Saturday,Afternoon,113307.8,23,0.561,Home
2,Us,North America,Fitness,licensed,19,42413,1138,126,rising,Dance,Friday,Evening,103233.1,22,0.721,Home
2,Mx,North America,Pets,licensed,43,826962,23866,2355,declining,Fashion,Tuesday,Evening,92393.3,20,0.56,Suggested
2,Mx,North America,Food,licensed,36,149262,4063,400,seasonal,Tech,Sunday,Evening,83525.5,27,0.669,Suggested
2,Us,North America,Fitness,licensed,30,308569,15922,2042,seasonal,Beauty,Wednesday,Evening,95540.6,28,0.713,Home
2,Mx,North America,Automotive,trending,54,39453,1880,201,stable,Pets,Monday,Evening,89074.1,24,0.463,Home
2,Us,North America,Food,original,36,125301,3974,294,rising,Lifestyle,Friday,Evening,138823,25,0.592,Suggested
2,Us,North America,Fashion,licensed,28,41130,886,115,rising,Travel,Friday,Morning,101377.8,24,0.482,Search
2,Mx,North America,Beauty,trending,43,29138,796,92,rising,Dance,Friday,Evening,68744.1,20,0.507,Home
2,Mx,North America,Fitness,trending,29,24614,1184,170,seasonal,Fashion,Friday,Evening,100266.4,21,0.579,Search
1,Us,North America,Fitness,licensed,19,150036,6423,988,seasonal,Food,Sunday,Evening,83156.5,24,0.726,ForYou
1,Ca,North America,Lifestyle,trending,11,4979,475,36,stable,Dance,Wednesday,Evening,104158.3,22,0.736,ForYou
1,Us,North America,Education,licensed,29,216475,14995,1450,stable,Fashion,Tuesday,Evening,100230.7,20,0.797,ForYou
1,Us,North America,Pets,licensed,31,13247,734,65,stable,DIY,Friday,Night,141830.1,17,0.81,Following
1,Us,North America,Travel,licensed,46,85051,5284,524,stable,Lifestyle,Sunday,Night,90216.6,27,0.759,ForYou
1,Mx,North America,Finance,original,36,75337,4707,488,declining,Education,Thursday,Morning,92630.9,16,0.506,ForYou
1,Us,North America,News,trending,23,73909,3270,368,seasonal,Travel,Tuesday,Afternoon,96208.1,20,0.622,Search
1,Ca,North America,Food,trending,15,146849,8238,1256,rising,Travel,Friday,Morning,132493.2,23,0.627,ForYou
1,Us,North America,Travel,trending,37,480306,39695,3149,seasonal,Fashion,Monday,Morning,93727.3,22,0.751,Search
2,Us,North America,DIY,trending,39,113667,6652,822,declining,Lifestyle,Friday,Evening,94031.5,19,0.467,Home
2,Us,North America,Automotive,trending,29,55876,1755,247,declining,Lifestyle,Tuesday,Evening,83079,24,0.448,Suggested
2,Mx,North America,Travel,original,37,59051,3530,269,rising,Food,Saturday,Morning,105769.8,22,0.638,Suggested
2,Us,North America,Pets,trending,26,117527,3283,316,rising,Sports,Thursday,Evening,169079.9,22,0.538,Home
2,Mx,North America,Art,original,63,33515,1658,139,rising,Dance,Monday,Afternoon,103279.3,20,0.56,Home
2,Ca,North America,Music,trending,47,62718,1518,207,seasonal,Comedy,Friday,Night,76368,11,0.66,Search
